timestamps,TP9,AF7,AF8,TP10,Right AUX
1741704880.119,668.945,-19.043,-23.926,999.512,0.000
1741704880.123,999.512,-6.348,-37.598,806.152,0.000
1741704880.127,-273.926,-43.457,-40.527,-806.641,0.000
1741704880.131,-1000.000,-59.082,-34.668,-763.184,0.000
1741704880.134,453.613,-13.672,-28.809,812.988,0.000
1741704880.138,999.512,11.230,-34.180,999.512,0.000
1741704880.142,4.395,-55.176,-57.617,-284.668,0.000
1741704880.146,-1000.000,-98.145,-59.082,-1000.000,0.000
1741704880.150,-244.141,-44.922,-36.133,-56.152,0.000
1741704880.154,999.512,-12.207,-37.598,999.512,0.000
1741704880.158,240.723,-51.758,-56.152,83.984,0.000
1741704880.162,-1000.000,-86.426,-56.641,-1000.000,0.000
1741704880.166,-556.152,-59.082,-42.480,-339.355,0.000
1741704880.170,999.512,-10.254,-38.574,999.512,0.000
1741704880.174,494.629,-25.391,-52.246,289.062,0.000
1741704880.178,-1000.000,-83.984,-54.199,-1000.000,0.000
1741704880.182,-600.098,-54.688,-34.668,-418.457,0.000
1741704880.185,903.320,11.719,-25.879,999.512,0.000
1741704880.189,999.512,-3.906,-30.762,758.301,0.000
1741704880.193,-242.188,-67.383,-37.598,-667.969,0.000
1741704880.197,-1000.000,-87.402,-30.762,-1000.000,0.000
1741704880.201,-186.523,-53.223,-28.809,128.418,0.000
1741704880.205,999.512,-20.020,-42.480,999.512,0.000
1741704880.209,128.418,-47.852,-49.316,-220.215,0.000
1741704880.213,-1000.000,-79.102,-36.133,-1000.000,0.000
1741704880.217,-248.535,-37.598,-23.926,-104.492,0.000
1741704880.221,999.512,5.371,-24.902,999.512,0.000
1741704880.225,227.539,-34.668,-31.738,128.906,0.000
1741704880.228,-1000.000,-73.242,-32.715,-1000.000,0.000
1741704880.232,-271.484,-20.020,-17.578,-231.445,0.000
1741704880.236,999.512,25.391,-20.020,999.512,0.000
1741704880.240,431.641,-19.531,-35.156,288.574,0.000
1741704880.244,-1000.000,-72.754,-42.480,-1000.000,0.000
1741704880.248,-955.078,-63.477,-43.945,-685.547,0.000
1741704880.252,481.934,-6.348,-33.203,862.305,0.000
1741704880.256,999.512,4.883,-38.086,854.004,0.000
1741704880.260,-232.422,-49.316,-48.340,-680.176,0.000
1741704880.264,-1000.000,-70.312,-38.086,-1000.000,0.000
1741704880.268,-1.465,-26.855,-29.297,339.355,0.000
1741704880.272,999.512,-0.488,-36.133,999.512,0.000
1741704880.275,114.746,-44.922,-46.387,-205.078,0.000
1741704880.279,-1000.000,-63.965,-48.340,-1000.000,0.000
1741704880.283,-229.980,-22.949,-37.109,6.836,0.000
1741704880.287,999.512,-8.789,-40.527,999.512,0.000
1741704880.291,240.723,-52.246,-57.617,173.828,0.000
1741704880.295,-1000.000,-78.613,-59.082,-1000.000,0.000
1741704880.299,-446.777,-41.992,-44.922,-302.246,0.000
1741704880.303,999.512,-3.418,-38.574,999.512,0.000
1741704880.307,749.023,-18.066,-52.734,487.793,0.000
1741704880.311,-688.965,-69.824,-58.594,-966.309,0.000
1741704880.315,-1000.000,-79.590,-44.434,-1000.000,0.000
1741704880.318,-9.277,-38.086,-32.715,414.551,0.000
1741704880.322,999.512,-10.742,-34.668,989.746,0.000
1741704880.326,-165.527,-42.480,-46.875,-624.023,0.000
1741704880.330,-1000.000,-57.129,-44.922,-1000.000,0.000
1741704880.334,172.363,-20.996,-43.457,533.691,0.000
1741704880.338,999.512,-15.137,-48.828,999.512,0.000
1741704880.342,117.676,-55.176,-52.734,-161.621,0.000
1741704880.346,-1000.000,-72.266,-50.781,-1000.000,0.000
1741704880.349,-268.066,-28.809,-41.992,-184.570,0.000
1741704880.354,999.512,19.043,-33.691,999.512,0.000
1741704880.358,451.660,-13.672,-46.875,267.578,0.000
1741704880.361,-1000.000,-74.219,-52.734,-1000.000,0.000
1741704880.365,-464.844,-47.363,-33.203,-311.035,0.000
1741704880.369,999.512,-2.930,-28.320,999.512,0.000
1741704880.373,843.750,-15.625,-39.062,575.684,0.000
1741704880.377,-563.965,-62.988,-50.781,-904.785,0.000
1741704880.381,-1000.000,-79.102,-48.340,-1000.000,0.000
1741704880.385,5.371,-36.621,-40.527,399.414,0.000
1741704880.389,999.512,-14.648,-45.410,999.512,0.000
1741704880.392,135.742,-46.875,-53.223,-218.262,0.000
1741704880.396,-1000.000,-80.566,-48.828,-1000.000,0.000
1741704880.401,-251.953,-45.898,-31.738,-50.293,0.000
1741704880.404,999.512,-4.395,-24.902,999.512,0.000
1741704880.408,217.773,-41.016,-32.227,-2.441,0.000
1741704880.412,-1000.000,-75.195,-31.738,-1000.000,0.000
1741704880.416,-336.914,-43.945,-22.949,-230.469,0.000
1741704880.420,999.512,5.859,-26.367,999.512,0.000
1741704880.424,426.758,-14.648,-40.039,260.254,0.000
1741704880.428,-1000.000,-62.988,-39.062,-1000.000,0.000
1741704880.432,-578.613,-45.410,-35.645,-391.602,0.000
1741704880.435,956.055,-3.418,-41.504,999.512,0.000
1741704880.439,967.773,-10.742,-53.711,677.734,0.000
1741704880.443,-436.035,-61.035,-57.617,-846.191,0.000
1741704880.447,-1000.000,-71.777,-41.504,-996.094,0.000
1741704880.451,69.336,-31.738,-28.809,470.215,0.000
1741704880.455,999.512,-6.348,-33.691,999.512,0.000
1741704880.459,105.469,-45.410,-39.551,-217.285,0.000
1741704880.463,-1000.000,-88.867,-41.016,-1000.000,0.000
1741704880.467,-247.070,-32.227,-24.414,-60.547,0.000
1741704880.471,999.512,24.414,-22.949,999.512,0.000
1741704880.474,245.117,-40.527,-44.434,188.965,0.000
1741704880.478,-1000.000,-91.309,-40.039,-1000.000,0.000
1741704880.482,-732.910,-59.570,-26.367,-437.500,0.000
1741704880.486,905.762,-16.602,-32.715,999.512,0.000
1741704880.490,531.250,-28.809,-45.410,324.219,0.000
1741704880.494,-1000.000,-75.195,-49.316,-1000.000,0.000
1741704880.498,-971.191,-65.918,-40.527,-663.086,0.000
1741704880.502,453.125,-20.020,-28.809,882.324,0.000
1741704880.506,999.512,-8.789,-38.086,840.332,0.000
1741704880.510,-405.762,-55.176,-49.316,-845.215,0.000
1741704880.514,-909.180,-43.457,-38.086,-668.945,0.000
1741704880.517,654.297,11.719,-25.391,901.855,0.000
1741704880.521,999.512,2.441,-30.762,999.512,0.000
1741704880.525,62.012,-43.457,-39.551,-225.586,0.000
1741704880.529,-1000.000,-64.941,-37.598,-1000.000,0.000
1741704880.533,-251.465,-21.973,-32.227,-162.109,0.000
1741704880.537,999.512,10.254,-32.227,999.512,0.000
1741704880.541,222.168,-37.598,-45.410,192.383,0.000
1741704880.545,-1000.000,-80.078,-45.410,-1000.000,0.000
1741704880.549,-867.676,-50.781,-28.320,-550.293,0.000
1741704880.553,696.289,-7.324,-26.855,999.512,0.000
1741704880.557,785.645,0.977,-32.715,461.426,0.000
1741704880.561,-877.441,-29.297,-29.297,-1000.000,0.000
1741704880.564,-1000.000,-37.598,-23.926,-698.242,0.000
1741704880.568,447.754,-7.324,-20.020,838.867,0.000
1741704880.572,999.512,3.906,-23.438,941.406,0.000
1741704880.576,-135.742,-38.574,-36.133,-559.082,0.000
1741704880.580,-1000.000,-54.688,-34.180,-1000.000,0.000
1741704880.584,-28.809,-12.695,-26.367,299.316,0.000
1741704880.588,999.512,2.930,-36.621,999.512,0.000
1741704880.592,203.125,-36.133,-47.852,15.625,0.000
1741704880.596,-1000.000,-71.777,-42.480,-1000.000,0.000
1741704880.600,-310.059,-39.551,-26.367,-222.656,0.000
1741704880.604,999.512,5.371,-29.297,999.512,0.000
1741704880.608,320.312,-24.414,-41.504,227.051,0.000
1741704880.611,-1000.000,-74.219,-45.410,-1000.000,0.000
1741704880.615,-752.930,-66.406,-38.574,-478.516,0.000
1741704880.619,897.949,-17.578,-37.109,999.512,0.000
1741704880.623,611.816,-29.297,-46.875,389.160,0.000
1741704880.627,-947.754,-80.566,-41.016,-1000.000,0.000
1741704880.631,-1000.000,-79.590,-21.973,-889.160,0.000
1741704880.635,152.832,-16.113,-18.066,530.762,0.000
1741704880.639,999.512,15.137,-32.227,999.512,0.000
1741704880.643,25.391,-37.598,-38.086,-322.754,0.000
1741704880.647,-1000.000,-66.895,-34.668,-1000.000,0.000
1741704880.651,-48.828,-28.809,-23.438,270.508,0.000
1741704880.654,999.512,3.418,-25.391,999.512,0.000
1741704880.658,213.379,-26.367,-43.457,115.723,0.000
1741704880.662,-1000.000,-80.566,-39.062,-1000.000,0.000
1741704880.666,-512.207,-65.918,-27.344,-323.730,0.000
1741704880.670,999.512,-5.859,-34.668,999.512,0.000
1741704880.674,287.109,-31.738,-53.223,227.539,0.000
1741704880.678,-1000.000,-80.566,-56.152,-1000.000,0.000
1741704880.682,-782.715,-62.988,-38.574,-539.062,0.000
1741704880.686,721.680,-13.184,-22.949,999.512,0.000
1741704880.690,990.234,-5.859,-34.180,650.879,0.000
1741704880.694,-541.992,-46.875,-49.316,-949.219,0.000
1741704880.697,-1000.000,-56.641,-43.457,-878.906,0.000
1741704880.701,259.277,-12.695,-28.809,669.922,0.000
1741704880.705,999.512,1.465,-34.668,999.512,0.000
1741704880.709,-53.223,-52.734,-52.246,-432.617,0.000
1741704880.713,-1000.000,-79.102,-48.828,-1000.000,0.000
1741704880.717,-179.688,-28.809,-35.156,73.730,0.000
1741704880.721,999.512,1.953,-44.434,999.512,0.000
1741704880.725,224.609,-51.270,-55.176,116.699,0.000
1741704880.729,-1000.000,-85.938,-45.410,-1000.000,0.000
1741704880.733,-309.570,-46.387,-33.691,-247.559,0.000
1741704880.737,999.512,-12.207,-32.715,999.512,0.000
1741704880.740,407.227,-41.016,-38.574,263.184,0.000
1741704880.744,-1000.000,-79.590,-41.992,-1000.000,0.000
1741704880.748,-740.234,-57.617,-31.250,-479.980,0.000
1741704880.752,907.715,2.441,-22.949,999.512,0.000
1741704880.756,717.773,-19.531,-35.645,461.914,0.000
1741704880.760,-788.574,-88.379,-38.574,-997.070,0.000
1741704880.764,-1000.000,-80.078,-31.250,-1000.000,0.000
1741704880.768,-130.371,-37.109,-22.949,175.293,0.000
1741704880.771,999.512,-5.859,-24.414,999.512,0.000
1741704880.776,218.262,-42.480,-40.039,25.879,0.000
1741704880.780,-1000.000,-81.055,-36.133,-1000.000,0.000
1741704880.783,-249.023,-35.645,-20.508,-18.555,0.000
1741704880.787,999.512,3.418,-22.949,999.512,0.000
1741704880.791,225.586,-46.387,-42.480,142.578,0.000
1741704880.795,-1000.000,-75.684,-43.457,-1000.000,0.000
1741704880.799,-285.645,-35.156,-29.785,-246.582,0.000
1741704880.803,999.512,-14.648,-27.344,999.512,0.000
1741704880.807,840.820,-22.461,-43.457,534.668,0.000
1741704880.811,-630.371,-60.547,-54.199,-1000.000,0.000
1741704880.814,-1000.000,-72.266,-38.086,-729.980,0.000
1741704880.818,507.324,-29.785,-33.691,924.316,0.000
1741704880.823,999.512,-25.391,-47.363,694.824,0.000
1741704880.826,-485.352,-63.477,-53.223,-886.719,0.000
1741704880.830,-1000.000,-61.035,-41.992,-1000.000,0.000
1741704880.834,96.680,-27.344,-31.250,477.539,0.000
1741704880.838,999.512,-22.461,-36.621,999.512,0.000
1741704880.842,2.930,-51.758,-46.387,-358.398,0.000
1741704880.846,-1000.000,-69.336,-41.992,-1000.000,0.000
1741704880.850,-217.773,-29.297,-24.414,-21.973,0.000
1741704880.853,999.512,4.395,-25.879,999.512,0.000
1741704880.857,235.840,-42.480,-38.086,174.316,0.000
1741704880.861,-1000.000,-81.543,-36.621,-1000.000,0.000
1741704880.865,-458.008,-40.527,-28.320,-317.871,0.000
1741704880.869,999.512,-0.488,-25.879,999.512,0.000
1741704880.873,898.438,-12.207,-38.574,559.570,0.000
1741704880.877,-655.273,-58.105,-41.016,-1000.000,0.000
1741704880.881,-965.820,-63.965,-30.762,-670.410,0.000
1741704880.885,605.957,-14.648,-27.344,944.336,0.000
1741704880.889,999.512,-8.789,-38.086,832.520,0.000
1741704880.893,-255.371,-53.711,-53.223,-701.660,0.000
1741704880.896,-1000.000,-74.707,-53.711,-1000.000,0.000
1741704880.900,58.594,-21.484,-33.203,399.902,0.000
1741704880.904,999.512,1.953,-38.086,999.512,0.000
1741704880.908,173.340,-46.875,-51.758,-73.730,0.000
1741704880.912,-1000.000,-80.566,-42.480,-1000.000,0.000
1741704880.916,-279.297,-47.852,-34.668,-213.379,0.000
1741704880.920,999.512,-17.090,-40.527,999.512,0.000
1741704880.924,267.578,-50.293,-46.875,217.285,0.000
1741704880.928,-1000.000,-81.055,-35.156,-1000.000,0.000
1741704880.932,-834.473,-69.336,-22.461,-550.293,0.000
1741704880.936,688.965,-14.648,-20.508,999.512,0.000
1741704880.940,954.590,-8.301,-35.645,631.348,0.000
1741704880.943,-666.992,-58.594,-45.898,-1000.000,0.000
1741704880.947,-1000.000,-62.988,-36.621,-709.473,0.000
1741704880.951,445.801,-30.273,-38.086,817.871,0.000
1741704880.955,999.512,-18.066,-47.363,999.512,0.000
1741704880.959,95.215,-58.594,-47.363,-269.531,0.000
1741704880.963,-1000.000,-81.055,-33.691,-1000.000,0.000
1741704880.967,-250.000,-40.527,-23.926,-0.488,0.000
1741704880.971,999.512,-14.648,-38.086,999.512,0.000
1741704880.975,226.562,-62.988,-56.152,60.059,0.000
1741704880.979,-1000.000,-88.379,-40.527,-1000.000,0.000
1741704880.983,-266.113,-33.203,-26.367,-202.148,0.000
1741704880.987,999.512,-12.695,-33.691,999.512,0.000
1741704880.990,302.246,-57.129,-43.457,223.633,0.000
1741704880.994,-1000.000,-85.449,-45.898,-1000.000,0.000
1741704880.998,-832.520,-62.500,-39.062,-554.199,0.000
1741704881.002,734.375,-25.879,-35.156,999.512,0.000
1741704881.006,862.305,-35.645,-33.203,555.664,0.000
1741704881.010,-645.020,-83.984,-38.086,-943.359,0.000
1741704881.014,-1000.000,-89.355,-36.621,-1000.000,0.000
1741704881.018,-62.500,-41.992,-24.902,315.430,0.000
1741704881.022,999.512,-14.648,-33.691,944.824,0.000
1741704881.026,-179.688,-57.129,-52.246,-611.328,0.000
1741704881.030,-1000.000,-67.383,-42.480,-1000.000,0.000
1741704881.033,-58.105,-8.301,-24.414,205.566,0.000
1741704881.037,999.512,15.625,-36.621,999.512,0.000
1741704881.041,217.285,-50.293,-59.082,109.375,0.000
1741704881.045,-1000.000,-99.609,-48.340,-1000.000,0.000
1741704881.049,-406.250,-52.246,-33.691,-281.738,0.000
1741704881.053,999.512,-6.836,-32.227,999.512,0.000
1741704881.057,836.914,-20.020,-37.598,485.352,0.000
1741704881.061,-809.570,-56.152,-45.898,-1000.000,0.000
1741704881.065,-656.250,-43.457,-41.504,-449.707,0.000
1741704881.069,978.027,1.953,-29.297,999.512,0.000
1741704881.073,967.285,-17.578,-39.551,650.391,0.000
1741704881.076,-413.086,-52.734,-49.805,-827.637,0.000
1741704881.080,-1000.000,-57.129,-37.109,-1000.000,0.000
1741704881.084,-11.719,-26.855,-30.762,337.402,0.000
1741704881.088,999.512,-10.254,-39.062,999.512,0.000
1741704881.092,16.113,-48.828,-51.270,-303.223,0.000
1741704881.096,-1000.000,-68.848,-47.363,-1000.000,0.000
1741704881.100,-243.652,-28.320,-26.855,-96.680,0.000
1741704881.104,999.512,1.465,-28.809,999.512,0.000
1741704881.108,295.410,-38.574,-45.898,214.355,0.000
1741704881.112,-1000.000,-77.637,-49.316,-1000.000,0.000
1741704881.116,-701.660,-55.176,-47.852,-453.125,0.000
1741704881.119,751.465,-15.137,-48.340,999.512,0.000
1741704881.123,999.512,3.906,-46.387,842.285,0.000
1741704881.127,-215.332,-38.574,-49.805,-689.453,0.000
1741704881.131,-1000.000,-78.125,-39.062,-956.543,0.000
1741704881.135,188.965,-38.574,-31.250,670.410,0.000
1741704881.139,999.512,-11.230,-41.992,903.320,0.000
1741704881.143,-201.172,-52.246,-50.293,-610.352,0.000
1741704881.147,-1000.000,-83.984,-46.875,-1000.000,0.000
1741704881.151,-162.598,-32.227,-33.691,102.539,0.000
1741704881.155,999.512,2.441,-40.527,999.512,0.000
1741704881.159,200.195,-45.410,-48.340,-64.453,0.000
1741704881.162,-1000.000,-69.336,-33.691,-1000.000,0.000
1741704881.166,-266.113,-16.113,-23.926,-111.328,0.000
1741704881.170,999.512,23.438,-25.879,999.512,0.000
1741704881.174,360.352,-20.020,-38.574,233.887,0.000
1741704881.178,-1000.000,-80.078,-47.852,-1000.000,0.000
1741704881.182,-642.578,-59.082,-38.086,-406.738,0.000
1741704881.186,999.512,-7.324,-29.297,999.512,0.000
1741704881.190,661.133,-19.043,-40.527,431.152,0.000
1741704881.193,-876.953,-57.617,-43.945,-1000.000,0.000
1741704881.198,-1000.000,-60.547,-39.062,-895.020,0.000
1741704881.202,180.664,-22.461,-36.133,587.402,0.000
1741704881.205,999.512,11.719,-40.039,999.512,0.000
1741704881.209,-86.426,-34.180,-51.270,-425.781,0.000
1741704881.213,-1000.000,-74.707,-41.016,-1000.000,0.000
1741704881.217,-217.773,-14.648,-20.996,-8.301,0.000
1741704881.221,999.512,31.738,-18.066,999.512,0.000
1741704881.225,322.754,-12.207,-25.879,201.172,0.000
1741704881.229,-1000.000,-66.406,-30.762,-1000.000,0.000
1741704881.233,-510.742,-50.781,-23.926,-312.012,0.000
1741704881.236,999.512,2.930,-25.391,999.512,0.000
1741704881.240,452.637,-21.973,-46.875,271.484,0.000
1741704881.244,-1000.000,-70.312,-46.875,-1000.000,0.000
1741704881.248,-653.320,-55.176,-32.715,-425.781,0.000
1741704881.252,849.121,-14.160,-28.809,999.512,0.000
1741704881.256,999.512,-6.348,-41.504,782.227,0.000
1741704881.260,-389.160,-60.059,-49.316,-830.566,0.000
1741704881.264,-1000.000,-65.430,-31.738,-726.074,0.000
1741704881.268,492.188,-1.465,-22.461,840.332,0.000
1741704881.272,999.512,-0.977,-33.691,999.512,0.000
1741704881.275,64.941,-60.059,-42.480,-225.586,0.000
1741704881.279,-1000.000,-86.914,-34.180,-1000.000,0.000
1741704881.283,-252.441,-40.527,-26.855,-103.027,0.000
1741704881.287,999.512,-14.648,-35.156,999.512,0.000
1741704881.291,228.027,-54.688,-45.898,96.191,0.000
1741704881.295,-1000.000,-71.289,-49.316,-1000.000,0.000
1741704881.299,-269.043,-19.531,-41.016,-175.293,0.000
1741704881.303,999.512,16.602,-37.598,999.512,0.000
1741704881.307,377.441,-34.180,-45.410,254.883,0.000
1741704881.311,-1000.000,-73.242,-45.898,-1000.000,0.000
1741704881.315,-747.070,-52.246,-40.039,-504.883,0.000
1741704881.319,757.324,-14.648,-31.250,999.512,0.000
1741704881.322,999.512,-14.648,-37.109,791.992,0.000
1741704881.326,-305.664,-73.730,-49.316,-713.379,0.000
1741704881.330,-1000.000,-88.867,-36.133,-1000.000,0.000
1741704881.334,13.184,-33.203,-18.555,393.555,0.000
1741704881.338,999.512,-18.555,-40.527,999.512,0.000
1741704881.342,-69.824,-72.754,-56.152,-390.625,0.000
1741704881.346,-1000.000,-76.172,-41.504,-1000.000,0.000
1741704881.350,-345.703,-43.945,-33.691,-209.473,0.000
1741704881.354,999.512,-18.066,-41.992,999.512,0.000
1741704881.358,473.145,-20.508,-51.270,260.254,0.000
1741704881.362,-1000.000,-59.570,-45.898,-1000.000,0.000
1741704881.366,-353.027,-40.527,-33.203,-264.160,0.000
1741704881.369,999.512,-1.953,-23.926,999.512,0.000
1741704881.373,512.695,-33.203,-35.645,333.008,0.000
1741704881.377,-994.629,-65.430,-49.316,-1000.000,0.000
1741704881.381,-968.262,-54.688,-36.621,-679.688,0.000
1741704881.385,413.086,-16.113,-33.203,777.832,0.000
1741704881.389,999.512,-1.953,-44.922,999.512,0.000
1741704881.393,116.211,-45.410,-46.387,-262.695,0.000
1741704881.397,-1000.000,-70.801,-34.180,-1000.000,0.000
1741704881.401,-135.254,-40.039,-26.367,244.629,0.000
1741704881.405,999.512,-8.789,-27.344,999.512,0.000
1741704881.409,189.453,-46.875,-37.109,-36.621,0.000
1741704881.412,-1000.000,-92.285,-41.992,-1000.000,0.000
1741704881.416,-262.695,-47.363,-26.367,-176.758,0.000
1741704881.420,999.512,2.930,-19.531,999.512,0.000
1741704881.424,254.395,-32.227,-33.203,190.430,0.000
1741704881.428,-1000.000,-80.566,-41.992,-1000.000,0.000
1741704881.432,-366.699,-42.969,-25.391,-270.508,0.000
1741704881.436,999.512,6.348,-24.414,999.512,0.000
1741704881.440,610.840,-28.809,-55.176,401.367,0.000
1741704881.444,-862.305,-80.566,-65.918,-1000.000,0.000
1741704881.448,-1000.000,-81.055,-46.387,-874.023,0.000
1741704881.452,214.844,-29.785,-30.762,649.414,0.000
1741704881.455,999.512,-11.230,-40.039,935.547,0.000
1741704881.459,-171.875,-76.172,-56.152,-516.113,0.000
1741704881.463,-1000.000,-107.422,-49.316,-1000.000,0.000
1741704881.467,-253.906,-66.895,-36.621,-170.898,0.000
1741704881.471,999.512,-22.949,-36.621,999.512,0.000
1741704881.475,235.840,-48.340,-48.828,154.785,0.000
1741704881.479,-1000.000,-84.473,-48.828,-1000.000,0.000
1741704881.483,-271.484,-37.598,-32.227,-211.426,0.000
1741704881.487,999.512,1.953,-32.715,999.512,0.000
1741704881.491,484.375,-26.855,-38.574,291.016,0.000
1741704881.495,-1000.000,-68.359,-42.480,-1000.000,0.000
1741704881.498,-765.137,-55.176,-35.156,-500.488,0.000
1741704881.502,821.289,-6.836,-28.320,999.512,0.000
1741704881.506,956.543,-14.648,-34.668,627.930,0.000
1741704881.510,-520.508,-67.871,-45.410,-921.875,0.000
1741704881.514,-1000.000,-78.613,-44.434,-963.867,0.000
1741704881.518,130.859,-28.809,-46.875,562.012,0.000
1741704881.522,999.512,-2.441,-58.105,988.770,0.000
1741704881.526,-125.977,-57.129,-56.152,-468.750,0.000
1741704881.530,-1000.000,-89.844,-43.945,-1000.000,0.000
1741704881.534,-229.980,-40.039,-31.738,-77.148,0.000
1741704881.538,999.512,3.418,-29.297,999.512,0.000
1741704881.541,253.418,-21.973,-35.645,160.645,0.000
1741704881.545,-1000.000,-62.012,-35.645,-1000.000,0.000
1741704881.549,-325.684,-31.738,-33.691,-256.348,0.000
1741704881.553,999.512,5.371,-43.457,999.512,0.000
1741704881.557,495.605,-30.273,-57.617,313.477,0.000
1741704881.561,-1000.000,-75.195,-54.199,-1000.000,0.000
1741704881.565,-932.129,-59.082,-38.574,-629.395,0.000
1741704881.569,616.211,-12.695,-33.203,969.727,0.000
1741704881.573,979.492,-17.090,-41.992,671.387,0.000
1741704881.577,-493.652,-62.500,-46.875,-848.633,0.000
1741704881.581,-1000.000,-80.078,-33.203,-1000.000,0.000
1741704881.584,-121.094,-42.969,-29.785,206.055,0.000
1741704881.588,999.512,-18.066,-48.340,999.512,0.000
1741704881.592,166.504,-34.180,-49.316,-159.180,0.000
1741704881.596,-1000.000,-62.988,-45.898,-1000.000,0.000
1741704881.600,-262.207,-42.969,-33.203,-193.359,0.000
1741704881.604,999.512,6.836,-24.414,999.512,0.000
1741704881.608,335.449,-23.926,-43.457,211.914,0.000
1741704881.612,-1000.000,-76.172,-44.922,-1000.000,0.000
1741704881.615,-307.617,-47.363,-28.320,-252.930,0.000
1741704881.620,999.512,-0.488,-23.926,999.512,0.000
1741704881.623,852.051,-16.602,-40.039,558.594,0.000
1741704881.627,-547.852,-64.941,-50.781,-960.449,0.000
1741704881.631,-1000.000,-78.125,-41.992,-896.973,0.000
1741704881.635,305.176,-33.203,-38.086,762.207,0.000
1741704881.639,969.727,-13.184,-41.992,651.855,0.000
1741704881.643,-541.992,-66.895,-45.898,-881.348,0.000
1741704881.647,-1000.000,-92.285,-44.434,-1000.000,0.000
1741704881.651,-169.434,-32.227,-33.203,65.918,0.000
1741704881.654,999.512,6.348,-27.832,999.512,0.000
1741704881.658,218.262,-41.016,-37.598,9.766,0.000
1741704881.662,-1000.000,-75.195,-38.574,-1000.000,0.000
1741704881.667,-262.207,-34.180,-28.809,-153.320,0.000
1741704881.670,999.512,1.953,-33.203,999.512,0.000
1741704881.674,255.371,-42.480,-46.387,202.148,0.000
1741704881.678,-1000.000,-85.938,-44.922,-1000.000,0.000
1741704881.682,-558.105,-57.129,-35.645,-373.535,0.000
1741704881.686,966.309,5.371,-29.297,999.512,0.000
1741704881.690,907.715,2.930,-35.645,571.289,0.000
1741704881.694,-625.000,-60.547,-46.387,-1000.000,0.000
1741704881.698,-1000.000,-72.266,-35.645,-765.137,0.000
1741704881.701,423.340,-22.461,-22.461,827.148,0.000
1741704881.705,999.512,-0.488,-37.109,915.527,0.000
1741704881.709,-175.781,-44.922,-46.387,-588.867,0.000
1741704881.713,-1000.000,-70.801,-37.598,-1000.000,0.000
1741704881.717,-91.309,-23.438,-30.762,256.836,0.000
1741704881.721,999.512,5.371,-36.133,999.512,0.000
1741704881.725,171.387,-49.805,-44.922,-103.027,0.000
1741704881.729,-1000.000,-91.797,-44.922,-1000.000,0.000
1741704881.733,-270.508,-41.992,-33.203,-188.477,0.000
1741704881.737,999.512,-8.789,-36.621,999.512,0.000
1741704881.741,238.770,-57.129,-49.805,183.594,0.000
1741704881.744,-1000.000,-81.543,-42.969,-1000.000,0.000
1741704881.748,-617.676,-54.688,-31.738,-385.254,0.000
1741704881.752,999.512,-21.973,-38.574,999.512,0.000
1741704881.756,584.473,-41.992,-47.852,357.910,0.000
1741704881.760,-893.066,-88.379,-51.270,-1000.000,0.000
1741704881.764,-1000.000,-81.543,-47.852,-1000.000,0.000
1741704881.768,-163.086,-32.715,-38.086,145.996,0.000
1741704881.772,999.512,4.883,-43.457,999.512,0.000
1741704881.776,170.898,-19.531,-53.223,-193.359,0.000
1741704881.780,-1000.000,-34.668,-47.852,-1000.000,0.000
1741704881.784,102.051,11.230,-30.762,429.199,0.000
1741704881.788,999.512,14.160,-28.809,999.512,0.000
1741704881.791,189.941,-44.922,-40.039,98.633,0.000
1741704881.795,-1000.000,-78.125,-45.410,-1000.000,0.000
1741704881.799,-376.953,-44.922,-41.504,-258.789,0.000
1741704881.803,999.512,0.977,-40.527,999.512,0.000
1741704881.807,334.961,-25.879,-57.129,230.469,0.000
1741704881.811,-1000.000,-73.242,-61.035,-1000.000,0.000
1741704881.815,-684.570,-43.457,-41.992,-450.684,0.000
1741704881.819,955.078,8.789,-36.621,999.512,0.000
1741704881.823,661.133,-20.996,-49.805,406.250,0.000
1741704881.827,-833.984,-62.988,-54.688,-1000.000,0.000
1741704881.831,-1000.000,-53.223,-41.504,-1000.000,0.000
1741704881.834,-119.141,-22.461,-30.762,225.098,0.000
1741704881.838,999.512,-6.348,-38.574,999.512,0.000
1741704881.842,-54.199,-44.922,-44.922,-434.082,0.000
1741704881.846,-1000.000,-66.895,-40.039,-1000.000,0.000
1741704881.850,-230.957,-24.414,-29.785,-106.445,0.000
1741704881.854,999.512,8.789,-26.855,999.512,0.000
1741704881.858,258.301,-31.250,-36.133,197.754,0.000
1741704881.862,-1000.000,-71.777,-42.969,-1000.000,0.000
1741704881.866,-276.855,-24.414,-29.297,-231.445,0.000
1741704881.870,999.512,23.926,-19.531,999.512,0.000
1741704881.874,492.188,-20.996,-31.738,302.734,0.000
1741704881.877,-1000.000,-72.754,-36.133,-1000.000,0.000
1741704881.881,-654.785,-51.270,-23.438,-435.059,0.000
1741704881.885,900.879,-8.301,-21.973,999.512,0.000
1741704881.889,999.512,-17.090,-39.551,702.148,0.000
1741704881.893,-361.328,-71.289,-47.852,-752.441,0.000
1741704881.897,-1000.000,-93.750,-41.504,-1000.000,0.000
1741704881.901,-135.742,-43.945,-26.367,186.035,0.000
1741704881.905,999.512,-0.488,-29.297,999.512,0.000
1741704881.909,180.176,-44.922,-53.223,-82.031,0.000
1741704881.913,-1000.000,-88.379,-54.199,-1000.000,0.000
