timestamps,TP9,AF7,AF8,TP10,Right AUX
1741704942.538,-1000.000,-75.195,-52.246,-1000.000,0.000
1741704942.542,-411.133,-61.523,-47.852,-184.570,0.000
1741704942.546,999.512,-17.578,-48.828,999.512,0.000
1741704942.550,274.414,-39.062,-50.781,124.512,0.000
1741704942.554,-1000.000,-79.102,-39.062,-1000.000,0.000
1741704942.558,-357.910,-47.363,-34.180,-211.426,0.000
1741704942.562,999.512,-15.625,-44.922,999.512,0.000
1741704942.565,344.727,-43.457,-50.781,208.496,0.000
1741704942.569,-1000.000,-70.312,-45.898,-1000.000,0.000
1741704942.573,-858.887,-52.734,-33.203,-517.578,0.000
1741704942.577,598.145,-20.996,-32.227,999.512,0.000
1741704942.581,999.512,-21.973,-42.969,736.328,0.000
1741704942.585,-384.766,-61.035,-48.340,-887.207,0.000
1741704942.589,-1000.000,-64.453,-37.109,-713.867,0.000
1741704942.593,331.055,-15.625,-24.902,761.719,0.000
1741704942.597,999.512,-8.789,-34.180,999.512,0.000
1741704942.601,229.980,-34.668,-39.551,87.402,0.000
1741704942.605,-1000.000,-62.500,-30.762,-1000.000,0.000
1741704942.608,-469.727,-47.852,-32.227,-255.859,0.000
1741704942.612,999.512,-5.371,-34.668,999.512,0.000
1741704942.616,329.590,-22.461,-46.387,182.617,0.000
1741704942.620,-1000.000,-52.734,-46.875,-1000.000,0.000
1741704942.624,-807.129,-42.969,-36.133,-420.898,0.000
1741704942.628,827.637,-16.113,-39.551,999.512,0.000
1741704942.632,573.242,-26.367,-50.293,310.059,0.000
1741704942.636,-1000.000,-71.289,-57.129,-1000.000,0.000
1741704942.640,-554.688,-41.992,-44.434,-343.750,0.000
1741704942.644,999.512,2.930,-34.180,999.512,0.000
1741704942.648,785.156,-17.090,-41.992,476.562,0.000
1741704942.651,-698.730,-56.641,-45.898,-1000.000,0.000
1741704942.655,-1000.000,-47.363,-33.691,-830.078,0.000
1741704942.659,186.035,-1.465,-21.484,610.840,0.000
1741704942.663,999.512,3.906,-19.043,999.512,0.000
1741704942.667,916.016,-12.207,-26.855,906.738,0.000
1741704942.671,931.152,-14.160,-34.668,924.805,0.000
1741704942.675,956.543,-28.809,-33.691,999.512,0.000
1741704942.679,999.512,-35.156,-29.785,816.406,0.000
1741704942.683,-254.395,-63.477,-32.227,-533.691,0.000
1741704942.687,-1000.000,-82.520,-28.320,-1000.000,0.000
1741704942.690,-938.965,-54.199,-19.531,-800.781,0.000
1741704942.694,-1000.000,-49.805,-30.762,-778.320,0.000
1741704942.698,-928.711,-57.129,-45.898,-946.289,0.000
1741704942.702,-1000.000,-57.129,-44.434,-1000.000,0.000
1741704942.706,-419.434,-34.180,-33.691,-290.039,0.000
1741704942.710,894.531,-0.488,-31.738,999.512,0.000
1741704942.714,999.512,5.859,-44.922,974.121,0.000
1741704942.718,184.570,-28.320,-52.246,-206.543,0.000
1741704942.722,-1000.000,-64.941,-40.039,-1000.000,0.000
1741704942.726,-267.090,-30.273,-27.832,-54.688,0.000
1741704942.730,999.512,0.977,-34.668,999.512,0.000
1741704942.733,247.070,-40.039,-41.016,70.801,0.000
1741704942.737,-1000.000,-67.871,-38.086,-1000.000,0.000
1741704942.741,-223.145,-18.066,-29.785,73.242,0.000
1741704942.745,999.512,11.719,-31.738,999.512,0.000
1741704942.749,594.238,-21.484,-40.039,283.691,0.000
1741704942.753,-1000.000,-54.688,-39.062,-1000.000,0.000
1741704942.757,-360.840,-25.391,-34.668,-264.648,0.000
1741704942.761,999.512,17.578,-33.203,999.512,0.000
1741704942.765,690.918,-15.137,-41.992,398.438,0.000
1741704942.769,-673.340,-67.871,-46.387,-941.895,0.000
1741704942.773,-1000.000,-84.473,-39.062,-1000.000,0.000
1741704942.776,-196.777,-51.758,-37.109,-16.602,0.000
1741704942.780,999.512,-22.949,-44.922,881.348,0.000
1741704942.784,-22.461,-50.293,-47.363,-509.766,0.000
1741704942.788,-1000.000,-63.965,-40.527,-1000.000,0.000
1741704942.792,-105.469,-20.996,-38.574,367.188,0.000
1741704942.796,999.512,-8.301,-44.434,999.512,0.000
1741704942.800,76.660,-45.898,-50.293,-377.930,0.000
1741704942.804,-1000.000,-59.082,-46.875,-1000.000,0.000
1741704942.808,-255.371,-24.902,-38.574,-88.379,0.000
1741704942.812,999.512,-4.395,-37.598,999.512,0.000
1741704942.815,534.180,-35.156,-41.504,293.457,0.000
1741704942.819,-903.809,-71.777,-36.133,-1000.000,0.000
1741704942.823,-1000.000,-65.918,-33.203,-847.168,0.000
1741704942.827,148.926,-26.855,-41.016,622.559,0.000
1741704942.831,999.512,-14.160,-45.898,956.543,0.000
1741704942.835,-6.836,-33.691,-42.969,-559.082,0.000
1741704942.839,-1000.000,-53.711,-40.527,-1000.000,0.000
1741704942.843,-45.898,-30.273,-41.016,456.543,0.000
1741704942.847,999.512,-18.066,-48.340,940.430,0.000
1741704942.851,-102.539,-63.477,-47.852,-624.512,0.000
1741704942.855,-1000.000,-62.500,-31.250,-1000.000,0.000
1741704942.858,-65.918,-21.484,-34.180,317.383,0.000
1741704942.862,999.512,-18.066,-51.270,999.512,0.000
1741704942.866,338.867,-31.738,-46.387,86.914,0.000
1741704942.870,-1000.000,-60.059,-38.086,-1000.000,0.000
1741704942.874,-295.410,-37.598,-36.133,-182.129,0.000
1741704942.878,999.512,5.859,-45.410,999.512,0.000
1741704942.882,326.660,-33.691,-56.152,216.309,0.000
1741704942.886,-997.070,-77.148,-49.805,-1000.000,0.000
1741704942.890,-1000.000,-67.871,-41.504,-803.223,0.000
1741704942.894,-33.691,-34.668,-39.551,523.438,0.000
1741704942.897,999.512,-6.836,-39.062,999.512,0.000
1741704942.901,243.164,-24.902,-36.621,-102.539,0.000
1741704942.905,-1000.000,-62.988,-35.156,-1000.000,0.000
1741704942.909,-271.973,-46.387,-33.691,-27.344,0.000
1741704942.913,999.512,-8.789,-36.133,999.512,0.000
1741704942.917,229.004,-41.992,-47.852,-71.289,0.000
1741704942.921,-1000.000,-72.266,-50.781,-1000.000,0.000
1741704942.925,-343.262,-41.992,-37.598,-131.836,0.000
1741704942.929,999.512,-15.625,-33.691,999.512,0.000
1741704942.933,239.258,-44.922,-44.922,73.730,0.000
1741704942.937,-1000.000,-77.148,-37.598,-1000.000,0.000
1741704942.940,-269.531,-42.969,-29.297,-204.102,0.000
1741704942.944,999.512,-6.348,-38.574,999.512,0.000
1741704942.948,641.113,-26.855,-42.969,385.254,0.000
1741704942.952,-822.754,-59.082,-42.969,-1000.000,0.000
1741704942.956,-1000.000,-58.105,-39.062,-732.422,0.000
1741704942.960,301.758,-26.367,-41.992,834.473,0.000
1741704942.964,999.512,-21.484,-57.129,781.738,0.000
1741704942.968,-293.457,-61.523,-58.594,-805.664,0.000
1741704942.972,-1000.000,-69.824,-47.852,-967.773,0.000
1741704942.976,20.996,-34.668,-41.016,503.418,0.000
1741704942.980,999.512,-21.484,-45.410,999.512,0.000
1741704942.983,164.062,-63.477,-54.199,-186.035,0.000
1741704942.987,-1000.000,-78.613,-38.574,-1000.000,0.000
1741704942.991,-578.125,-44.434,-21.973,-286.133,0.000
1741704942.995,999.512,-9.277,-30.273,999.512,0.000
1741704942.999,374.023,-31.250,-48.340,211.914,0.000
1741704943.003,-1000.000,-72.754,-52.246,-1000.000,0.000
1741704943.007,-1000.000,-69.824,-32.715,-909.180,0.000
1741704943.011,-88.379,-31.250,-22.461,336.426,0.000
1741704943.015,999.512,-13.184,-34.668,999.512,0.000
1741704943.019,944.824,-29.785,-43.945,926.270,0.000
1741704943.022,908.203,-34.668,-34.180,904.785,0.000
1741704943.026,975.098,-40.039,-22.949,999.512,0.000
1741704943.030,969.238,-38.086,-26.855,724.121,0.000
1741704943.034,-278.320,-68.359,-33.203,-672.852,0.000
1741704943.038,-1000.000,-76.660,-22.949,-1000.000,0.000
1741704943.042,-176.758,-35.645,-19.043,194.824,0.000
1741704943.046,999.512,-23.438,-33.203,999.512,0.000
1741704943.050,10.742,-72.266,-39.062,-335.449,0.000
1741704943.054,-1000.000,-102.051,-32.227,-1000.000,0.000
1741704943.058,-957.520,-83.008,-27.344,-942.383,0.000
1741704943.062,-985.352,-73.242,-29.297,-996.094,0.000
1741704943.065,-940.918,-79.102,-36.133,-946.777,0.000
1741704943.069,-1000.000,-73.730,-33.203,-1000.000,0.000
1741704943.073,-258.789,-38.574,-23.438,-200.684,0.000
1741704943.077,999.512,-6.836,-20.508,999.512,0.000
1741704943.081,999.512,-24.414,-31.250,642.090,0.000
1741704943.085,-509.766,-69.336,-33.691,-951.172,0.000
1741704943.089,-587.402,-48.828,-16.602,-375.000,0.000
1741704943.093,933.105,-1.953,-15.625,999.512,0.000
1741704943.097,999.512,-14.648,-37.109,999.512,0.000
1741704943.101,192.383,-56.152,-44.922,-115.723,0.000
1741704943.104,-1000.000,-81.543,-39.062,-1000.000,0.000
1741704943.108,-223.145,-44.434,-36.133,125.000,0.000
1741704943.112,999.512,-17.090,-37.598,999.512,0.000
1741704943.116,207.031,-46.387,-43.457,60.547,0.000
1741704943.120,-1000.000,-77.148,-39.062,-1000.000,0.000
1741704943.124,-935.059,-64.453,-34.180,-597.168,0.000
1741704943.128,652.832,-13.672,-30.762,984.375,0.000
1741704943.132,515.625,-32.715,-33.203,303.223,0.000
1741704943.136,-1000.000,-70.312,-33.203,-1000.000,0.000
1741704943.140,-399.902,-37.109,-25.879,-258.789,0.000
1741704943.144,999.512,-20.996,-32.227,999.512,0.000
1741704943.147,663.574,-41.016,-38.086,375.977,0.000
1741704943.151,-793.945,-64.941,-34.668,-1000.000,0.000
1741704943.155,-1000.000,-63.965,-32.715,-884.277,0.000
1741704943.159,106.934,-23.926,-26.367,516.113,0.000
1741704943.163,999.512,-7.324,-33.203,999.512,0.000
1741704943.167,188.477,-41.504,-40.039,-132.812,0.000
1741704943.171,-1000.000,-64.453,-34.668,-1000.000,0.000
1741704943.175,-274.902,-38.574,-34.180,-24.414,0.000
1741704943.179,999.512,-11.230,-44.434,999.512,0.000
1741704943.183,413.574,-28.809,-48.340,200.684,0.000
1741704943.187,-1000.000,-56.641,-41.016,-1000.000,0.000
1741704943.190,-389.160,-44.922,-36.621,-211.914,0.000
1741704943.194,999.512,-21.484,-40.039,999.512,0.000
1741704943.198,964.355,-22.461,-42.480,926.270,0.000
1741704943.202,924.805,-29.785,-43.457,911.621,0.000
1741704943.206,913.086,-38.086,-39.062,914.551,0.000
1741704943.210,999.512,-38.086,-34.668,999.512,0.000
1741704943.214,179.688,-59.082,-45.898,172.852,0.000
1741704943.218,-1000.000,-81.543,-55.176,-1000.000,0.000
1741704943.222,-1000.000,-71.777,-46.387,-1000.000,0.000
1741704943.226,-365.723,-42.969,-39.062,-90.332,0.000
1741704943.229,999.512,-7.324,-34.180,999.512,0.000
1741704943.233,210.938,-37.598,-39.551,-173.340,0.000
1741704943.237,-1000.000,-71.777,-46.875,-1000.000,0.000
1741704943.241,-523.926,-48.828,-38.574,-186.523,0.000
1741704943.245,999.512,-26.367,-34.668,999.512,0.000
1741704943.249,227.051,-43.457,-43.457,136.230,0.000
1741704943.253,-1000.000,-66.406,-37.598,-1000.000,0.000
1741704943.257,-1000.000,-56.152,-32.715,-794.922,0.000
1741704943.261,154.785,-21.484,-40.527,708.008,0.000
1741704943.265,523.438,-23.926,-47.363,337.891,0.000
1741704943.269,-1000.000,-68.359,-46.387,-1000.000,0.000
1741704943.272,-571.289,-35.645,-32.227,-368.652,0.000
1741704943.276,967.773,15.625,-26.855,999.512,0.000
1741704943.280,959.473,-8.789,-43.457,652.344,0.000
1741704943.284,-393.555,-64.453,-52.246,-815.430,0.000
1741704943.288,-1000.000,-67.383,-37.109,-1000.000,0.000
1741704943.292,-166.992,-26.367,-30.762,260.742,0.000
1741704943.296,999.512,-1.953,-38.574,999.512,0.000
1741704943.300,178.223,-39.551,-45.410,-155.273,0.000
1741704943.304,-1000.000,-69.336,-44.922,-1000.000,0.000
1741704943.308,-276.367,-37.598,-35.156,-160.156,0.000
1741704943.312,999.512,-1.465,-30.762,999.512,0.000
1741704943.315,624.023,-19.531,-39.551,334.473,0.000
1741704943.319,-1000.000,-68.848,-41.504,-1000.000,0.000
1741704943.323,-515.625,-45.898,-33.691,-312.012,0.000
1741704943.327,999.512,3.418,-30.762,999.512,0.000
1741704943.331,744.629,-23.438,-40.527,430.664,0.000
1741704943.335,-810.059,-64.941,-40.527,-1000.000,0.000
1741704943.339,-992.188,-51.758,-28.320,-640.137,0.000
1741704943.343,492.676,-8.789,-27.832,912.109,0.000
1741704943.347,999.512,-12.695,-42.480,872.070,0.000
1741704943.351,-117.676,-44.922,-49.805,-640.137,0.000
1741704943.354,-1000.000,-50.293,-33.691,-1000.000,0.000
1741704943.358,-1.953,-23.926,-20.996,420.410,0.000
1741704943.362,999.512,-10.742,-31.738,999.512,0.000
1741704943.366,202.148,-47.852,-38.574,-29.785,0.000
1741704943.370,-1000.000,-73.242,-37.598,-1000.000,0.000
1741704943.374,-280.762,-44.922,-41.016,-151.855,0.000
1741704943.378,999.512,-24.414,-46.387,999.512,0.000
1741704943.382,165.039,-58.105,-46.387,6.836,0.000
1741704943.386,-1000.000,-79.102,-46.875,-1000.000,0.000
1741704943.390,-977.051,-62.500,-44.922,-960.938,0.000
1741704943.394,-978.516,-62.988,-43.457,-985.352,0.000
1741704943.397,-938.965,-71.289,-47.852,-939.941,0.000
1741704943.401,-1000.000,-62.500,-44.434,-1000.000,0.000
1741704943.405,-314.453,-33.203,-41.016,-252.441,0.000
1741704943.409,999.512,4.395,-40.527,999.512,0.000
1741704943.413,963.867,-1.953,-46.875,944.336,0.000
1741704943.417,933.594,-31.738,-48.828,795.898,0.000
1741704943.421,956.543,-36.133,-42.480,874.023,0.000
1741704943.425,930.176,-29.785,-37.598,999.512,0.000
1741704943.429,999.512,-26.855,-47.852,898.926,0.000
1741704943.433,-18.066,-56.152,-52.734,-323.730,0.000
1741704943.436,-1000.000,-71.289,-40.527,-1000.000,0.000
1741704943.440,-670.410,-40.527,-34.180,-364.746,0.000
1741704943.444,931.641,-1.953,-42.480,999.512,0.000
1741704943.448,342.285,-29.297,-53.223,173.340,0.000
1741704943.452,-1000.000,-77.148,-45.898,-1000.000,0.000
1741704943.456,-984.375,-72.266,-39.062,-970.215,0.000
1741704943.460,-979.492,-47.852,-38.574,-981.934,0.000
1741704943.464,-935.547,-36.621,-38.574,-937.012,0.000
1741704943.468,-1000.000,-43.457,-33.691,-1000.000,0.000
1741704943.472,-526.855,-37.598,-26.855,-367.188,0.000
1741704943.476,825.684,-11.719,-33.203,922.363,0.000
1741704943.479,999.512,-9.766,-48.340,999.512,0.000
1741704943.483,315.430,-45.898,-49.316,144.531,0.000
1741704943.487,-1000.000,-83.008,-34.668,-1000.000,0.000
1741704943.491,-343.750,-52.734,-25.879,-230.469,0.000
1741704943.495,999.512,-9.766,-39.551,999.512,0.000
1741704943.499,570.801,-25.391,-52.734,294.922,0.000
1741704943.503,-1000.000,-58.105,-47.363,-1000.000,0.000
1741704943.507,-286.133,-25.391,-34.668,-133.789,0.000
1741704943.511,999.512,17.578,-31.250,999.512,0.000
1741704943.515,999.512,-2.930,-42.969,743.164,0.000
1741704943.519,-271.484,-61.035,-46.387,-783.203,0.000
1741704943.522,-1000.000,-63.965,-41.992,-668.457,0.000
1741704943.526,698.242,-3.418,-38.574,999.512,0.000
1741704943.530,681.641,-27.344,-40.527,376.465,0.000
1741704943.534,-847.656,-77.148,-46.387,-994.629,0.000
1741704943.538,-1000.000,-66.406,-45.410,-1000.000,0.000
1741704943.542,-451.172,-38.574,-40.039,-220.703,0.000
1741704943.546,999.512,-9.766,-38.574,999.512,0.000
1741704943.550,302.734,-32.715,-42.480,83.496,0.000
1741704943.554,-1000.000,-59.082,-38.574,-1000.000,0.000
1741704943.558,-221.191,-18.555,-23.438,98.633,0.000
1741704943.561,999.512,11.230,-23.438,999.512,0.000
1741704943.565,208.008,-32.715,-32.715,80.078,0.000
1741704943.569,-1000.000,-65.430,-27.344,-1000.000,0.000
1741704943.573,-986.816,-57.617,-24.414,-975.586,0.000
1741704943.577,-976.074,-55.664,-27.832,-979.492,0.000
1741704943.581,-938.965,-44.922,-37.109,-941.406,0.000
1741704943.585,-1000.000,-47.852,-45.410,-1000.000,0.000
1741704943.589,-350.586,-31.738,-37.109,-253.418,0.000
1741704943.593,987.305,1.953,-32.227,999.512,0.000
1741704943.597,969.727,-2.441,-40.527,954.102,0.000
1741704943.601,927.734,-24.902,-45.898,940.918,0.000
1741704943.604,972.168,-25.879,-32.715,949.219,0.000
1741704943.608,906.250,-29.297,-24.414,948.242,0.000
1741704943.612,999.512,-36.133,-34.668,999.512,0.000
1741704943.616,132.324,-53.711,-49.316,-172.363,0.000
1741704943.620,-1000.000,-79.102,-43.457,-1000.000,0.000
1741704943.624,-977.051,-73.242,-28.809,-952.148,0.000
1741704943.628,-977.539,-60.547,-30.762,-984.863,0.000
1741704943.632,-943.848,-59.082,-37.598,-956.543,0.000
1741704943.636,-1000.000,-63.477,-33.203,-1000.000,0.000
1741704943.640,-254.883,-32.715,-26.367,-126.953,0.000
1741704943.644,999.512,-8.789,-31.250,999.512,0.000
1741704943.647,951.660,-32.715,-39.551,558.105,0.000
1741704943.651,-463.867,-50.781,-42.969,-975.586,0.000
1741704943.655,-1000.000,-51.270,-39.062,-690.430,0.000
1741704943.659,437.012,-26.367,-35.156,859.863,0.000
1741704943.663,999.512,-22.949,-41.992,989.746,0.000
1741704943.667,-7.324,-60.059,-42.969,-382.324,0.000
1741704943.671,-1000.000,-77.637,-32.227,-1000.000,0.000
1741704943.675,-244.141,-41.016,-24.902,15.625,0.000
1741704943.679,999.512,-4.395,-33.691,999.512,0.000
1741704943.683,253.906,-40.039,-42.480,135.742,0.000
1741704943.686,-1000.000,-73.242,-38.574,-1000.000,0.000
1741704943.690,-247.559,-41.992,-28.809,-157.227,0.000
1741704943.694,999.512,-5.859,-25.879,999.512,0.000
1741704943.698,948.730,-11.719,-37.109,771.973,0.000
1741704943.702,934.570,-25.391,-48.828,630.371,0.000
1741704943.706,909.668,-28.320,-40.527,916.992,0.000
1741704943.710,999.512,-26.367,-34.668,999.512,0.000
1741704943.714,185.547,-57.617,-52.246,128.906,0.000
1741704943.718,-1000.000,-91.309,-58.594,-1000.000,0.000
1741704943.722,-983.887,-68.359,-47.852,-978.027,0.000
1741704943.726,-983.887,-47.852,-37.598,-990.234,0.000
1741704943.729,-965.332,-53.223,-43.945,-944.824,0.000
1741704943.733,-1000.000,-69.336,-55.176,-1000.000,0.000
1741704943.737,-963.379,-54.688,-43.457,-742.188,0.000
1741704943.741,375.488,-6.836,-34.180,666.992,0.000
1741704943.745,999.512,6.836,-44.922,999.512,0.000
1741704943.749,898.926,-2.441,-46.387,905.762,0.000
1741704943.753,971.680,-14.160,-29.297,968.750,0.000
1741704943.757,902.832,-32.227,-24.902,919.434,0.000
1741704943.761,999.512,-42.969,-33.203,999.512,0.000
1741704943.765,173.340,-69.336,-48.340,52.734,0.000
1741704943.768,-1000.000,-89.355,-50.293,-1000.000,0.000
1741704943.772,-987.793,-74.707,-41.504,-945.801,0.000
1741704943.776,-956.055,-54.688,-46.875,-285.156,0.000
1741704943.780,-943.848,-62.988,-53.711,-523.926,0.000
1741704943.784,-1000.000,-68.359,-50.293,-1000.000,0.000
1741704943.788,-992.188,-51.270,-40.039,-707.520,0.000
1741704943.792,228.027,-10.254,-31.250,591.797,0.000
1741704943.796,999.512,9.277,-36.133,999.512,0.000
1741704943.800,454.102,-32.227,-43.945,188.965,0.000
1741704943.804,-1000.000,-64.941,-31.250,-1000.000,0.000
1741704943.808,-318.848,-40.527,-21.484,-167.969,0.000
1741704943.811,999.512,-10.742,-26.855,999.512,0.000
1741704943.815,237.793,-37.109,-37.598,165.527,0.000
1741704943.819,-1000.000,-71.777,-40.039,-1000.000,0.000
1741704943.823,-924.805,-63.477,-31.738,-589.355,0.000
1741704943.827,479.004,-22.949,-26.855,944.824,0.000
1741704943.831,999.512,-13.672,-35.156,716.797,0.000
1741704943.835,-437.500,-49.316,-38.574,-948.242,0.000
1741704943.839,-959.473,-46.875,-31.250,-581.543,0.000
1741704943.843,637.695,-5.859,-28.809,999.512,0.000
1741704943.847,999.512,-8.789,-37.109,727.051,0.000
1741704943.851,-260.254,-48.828,-41.016,-722.168,0.000
1741704943.854,-1000.000,-64.453,-38.574,-1000.000,0.000
1741704943.858,-950.195,-58.594,-38.086,-953.125,0.000
1741704943.862,-966.309,-49.805,-37.109,-958.496,0.000
1741704943.866,-997.559,-43.457,-48.340,-1000.000,0.000
1741704943.870,-1000.000,-47.363,-51.270,-833.496,0.000
1741704943.874,248.047,-12.695,-35.156,542.969,0.000
1741704943.878,999.512,10.254,-37.109,999.512,0.000
1741704943.882,901.855,-5.859,-48.828,902.832,0.000
1741704943.886,970.215,-8.301,-42.480,975.586,0.000
1741704943.890,898.926,-20.020,-35.645,903.809,0.000
1741704943.893,999.512,-39.062,-35.645,999.512,0.000
1741704943.897,263.672,-57.617,-44.922,234.375,0.000
1741704943.901,-1000.000,-79.590,-45.898,-1000.000,0.000
1741704943.905,-1000.000,-63.477,-32.227,-762.207,0.000
1741704943.909,168.457,-15.137,-23.926,692.383,0.000
1741704943.913,999.512,-2.930,-34.668,997.559,0.000
1741704943.917,-34.668,-43.945,-43.945,-441.406,0.000
1741704943.921,-1000.000,-62.500,-40.039,-1000.000,0.000
1741704943.925,-234.375,-33.203,-37.109,99.121,0.000
1741704943.929,999.512,-16.113,-35.156,999.512,0.000
1741704943.933,166.504,-37.109,-42.969,-66.406,0.000
1741704943.936,-1000.000,-59.082,-39.062,-1000.000,0.000
1741704943.940,-977.539,-57.129,-23.438,-959.961,0.000
1741704943.944,-973.633,-51.270,-31.738,-984.375,0.000
1741704943.948,-944.336,-54.199,-41.992,-945.312,0.000
1741704943.952,-1000.000,-55.176,-40.039,-1000.000,0.000
1741704943.956,-221.680,-20.508,-31.250,-175.781,0.000
1741704943.960,999.512,9.766,-28.809,999.512,0.000
1741704943.964,948.242,-10.254,-40.039,943.359,0.000
1741704943.968,937.500,-20.996,-40.527,944.824,0.000
1741704943.972,972.168,-13.184,-33.691,958.008,0.000
1741704943.976,901.855,-16.602,-33.691,929.199,0.000
1741704943.979,999.512,-13.184,-42.480,999.512,0.000
1741704943.983,186.035,-31.738,-44.922,-17.090,0.000
1741704943.987,-1000.000,-64.941,-33.203,-1000.000,0.000
1741704943.991,-984.375,-63.477,-24.902,-966.797,0.000
1741704943.995,-973.633,-69.824,-34.180,-978.027,0.000
1741704943.999,-944.336,-70.312,-43.945,-954.590,0.000
1741704944.003,-1000.000,-62.012,-44.434,-1000.000,0.000
1741704944.007,-288.086,-42.969,-42.969,-165.527,0.000
1741704944.011,999.512,-13.184,-40.039,999.512,0.000
1741704944.015,688.965,-28.320,-47.852,385.254,0.000
1741704944.018,-812.012,-74.707,-52.734,-1000.000,0.000
1741704944.022,-1000.000,-74.219,-42.969,-647.949,0.000
1741704944.026,369.629,-13.672,-34.668,843.750,0.000
1741704944.030,999.512,0.488,-37.598,997.070,0.000
1741704944.034,-28.809,-53.223,-46.875,-531.738,0.000
1741704944.038,-1000.000,-63.965,-44.922,-843.262,0.000
1741704944.042,220.703,-27.344,-39.062,658.691,0.000
1741704944.046,999.512,-9.277,-41.992,999.512,0.000
1741704944.050,214.844,-45.898,-47.852,146.484,0.000
1741704944.054,-1000.000,-88.379,-47.363,-1000.000,0.000
1741704944.058,-926.270,-67.871,-39.551,-543.945,0.000
1741704944.061,680.664,-24.902,-39.551,999.512,0.000
1741704944.065,519.531,-33.203,-44.922,284.180,0.000
1741704944.069,-1000.000,-71.777,-48.340,-1000.000,0.000
1741704944.073,-510.254,-42.480,-40.527,-305.664,0.000
1741704944.077,999.512,-2.441,-37.598,999.512,0.000
1741704944.081,819.336,-20.020,-47.363,462.891,0.000
1741704944.085,-639.160,-59.082,-50.293,-1000.000,0.000
1741704944.089,-1000.000,-67.383,-41.992,-878.418,0.000
1741704944.093,149.414,-18.555,-39.062,644.043,0.000
1741704944.097,999.512,-8.789,-43.457,893.555,0.000
1741704944.101,-153.320,-56.641,-45.898,-602.539,0.000
1741704944.104,-1000.000,-69.824,-44.434,-1000.000,0.000
1741704944.108,-960.938,-58.594,-46.875,-945.312,0.000
1741704944.112,-941.895,-54.199,-53.711,-941.406,0.000
1741704944.116,-1000.000,-45.898,-50.781,-1000.000,0.000
1741704944.120,-875.488,-27.344,-40.039,-679.199,0.000
1741704944.124,432.129,-6.348,-34.668,679.688,0.000
1741704944.128,999.512,-16.113,-45.898,999.512,0.000
1741704944.132,327.637,-46.875,-53.223,167.480,0.000
1741704944.136,-1000.000,-72.754,-48.340,-1000.000,0.000
1741704944.140,-291.016,-37.109,-44.922,-248.535,0.000
1741704944.143,999.512,-0.488,-42.969,999.512,0.000
1741704944.147,950.195,-16.602,-41.992,537.109,0.000
1741704944.151,-492.676,-41.504,-37.598,-1000.000,0.000
1741704944.155,-982.910,-51.758,-33.691,-587.891,0.000
1741704944.159,587.891,-25.391,-37.109,900.391,0.000
1741704944.163,999.512,-13.184,-39.551,998.535,0.000
1741704944.167,901.367,-26.367,-41.504,921.387,0.000
1741704944.171,960.449,-29.297,-41.016,944.336,0.000
1741704944.175,926.270,-35.156,-37.598,971.191,0.000
1741704944.179,999.512,-37.598,-44.434,957.031,0.000
1741704944.183,-57.129,-62.012,-53.223,-322.754,0.000
1741704944.186,-1000.000,-83.984,-57.129,-1000.000,0.000
1741704944.190,-953.125,-63.477,-42.969,-940.430,0.000
1741704944.194,-996.094,-59.570,-35.645,-1000.000,0.000
1741704944.198,-934.082,-65.430,-50.781,-937.988,0.000
1741704944.202,-1000.000,-67.383,-52.734,-1000.000,0.000
1741704944.206,-314.453,-34.668,-42.480,-225.586,0.000
1741704944.210,999.512,-2.930,-43.457,999.512,0.000
1741704944.214,963.867,-6.348,-41.992,949.707,0.000
1741704944.218,943.848,-12.207,-44.434,950.195,0.000
1741704944.222,916.016,-21.484,-49.805,902.832,0.000
1741704944.225,999.512,-15.625,-40.039,999.512,0.000
1741704944.229,776.855,-27.832,-41.504,521.973,0.000
1741704944.233,-633.301,-79.590,-44.922,-885.254,0.000
1741704944.237,-1000.000,-91.309,-40.527,-1000.000,0.000
1741704944.241,-936.523,-69.336,-40.527,-953.125,0.000
1741704944.245,-1000.000,-74.219,-44.434,-989.746,0.000
1741704944.249,-948.242,-68.848,-58.594,-982.422,0.000
1741704944.253,-1000.000,-52.734,-52.734,-1000.000,0.000
1741704944.257,-106.934,-23.438,-35.156,142.578,0.000
1741704944.261,999.512,-4.883,-36.621,999.512,0.000
1741704944.265,932.617,-18.066,-47.363,912.598,0.000
1741704944.268,952.148,-25.879,-52.246,962.402,0.000
1741704944.272,899.414,-34.180,-40.039,902.832,0.000
1741704944.276,999.512,-28.320,-31.738,999.512,0.000
1741704944.280,287.598,-51.758,-47.363,201.172,0.000
1741704944.284,-981.445,-89.844,-52.734,-1000.000,0.000
1741704944.288,-1000.000,-74.219,-40.039,-1000.000,0.000
1741704944.292,-926.270,-53.223,-41.016,-385.254,0.000
1741704944.296,594.727,-28.320,-53.223,999.512,0.000
1741704944.300,354.980,-39.551,-61.523,2.441,0.000
1741704944.304,-1000.000,-63.965,-54.688,-1000.000,0.000
1741704944.308,-200.195,-28.320,-42.969,110.840,0.000
1741704944.311,999.512,-10.742,-43.457,999.512,0.000
1741704944.315,220.215,-56.152,-50.293,48.340,0.000
1741704944.319,-1000.000,-75.684,-48.340,-1000.000,0.000
1741704944.323,-321.777,-36.621,-36.621,-212.402,0.000
1741704944.327,999.512,-4.395,-42.969,999.512,0.000
