element,wavelength,intensity,persistence,type
Platinum,1363.3059,30,0,Transition Metals
Platinum,1364.1171,30,0,Transition Metals
Platinum,1373.1724,30,0,Transition Metals
Platinum,1378.9572,120,0,Transition Metals
Platinum,1382.0460,100,0,Transition Metals
Platinum,1403.9006,200,0,Transition Metals
Platinum,1429.5248,80,0,Transition Metals
Platinum,1447.8030,40,0,Transition Metals
Platinum,1454.2866,30,0,Transition Metals
Platinum,1454.2866,30,0,Transition Metals
Platinum,1461.0786,40,0,Transition Metals
Platinum,1462.6591,40,0,Transition Metals
Platinum,1475.6306,60,0,Transition Metals
Platinum,1482.8256,150,0,Transition Metals
Platinum,1491.9735,25,0,Transition Metals
Platinum,1494.7256,200,0,Transition Metals
Platinum,1498.1132,100,0,Transition Metals
Platinum,1499.3707,200,0,Transition Metals
Platinum,1505.2462,140,0,Transition Metals
Platinum,1506.2923,110,0,Transition Metals
Platinum,1507.6288,30,0,Transition Metals
Platinum,1509.2920,600,0,Transition Metals
Platinum,1520.7414,30,0,Transition Metals
Platinum,1524.5715,150,0,Transition Metals
Platinum,1524.7295,900,0,Transition Metals
Platinum,1524.7295,900,0,Transition Metals
Platinum,1528.2831,80,0,Transition Metals
Platinum,1530.1969,60,0,Transition Metals
Platinum,1534.9063,100,0,Transition Metals
Platinum,1540.5040,50,0,Transition Metals
Platinum,1541.8337,60,0,Transition Metals
Platinum,1542.7098,30,0,Transition Metals
Platinum,1546.8248,40,0,Transition Metals
Platinum,1552.3268,110,0,Transition Metals
Platinum,1554.9285,200,0,Transition Metals
Platinum,1558.3479,30,0,Transition Metals
Platinum,1559.3893,40,0,Transition Metals
Platinum,1561.5450,40,0,Transition Metals
Platinum,1561.5450,40,0,Transition Metals
Platinum,1568.9021,30,0,Transition Metals
Platinum,1573.1802,30,0,Transition Metals
Platinum,1573.8180,40,0,Transition Metals
Platinum,1574.3059,200,0,Transition Metals
Platinum,1579.4357,80,0,Transition Metals
Platinum,1581.3980,90,0,Transition Metals
Platinum,1587.7205,40,0,Transition Metals
Platinum,1589.3735,40,0,Transition Metals
Platinum,1594.0344,40,0,Transition Metals
Platinum,1594.2611,40,0,Transition Metals
Platinum,1604.0102,9,0,Transition Metals
Platinum,1621.6590,80,0,Transition Metals
Platinum,1631.0903,80,0,Transition Metals
Platinum,1634.2337,120,0,Transition Metals
Platinum,1636.1647,25,0,Transition Metals
Platinum,1644.4634,8,0,Transition Metals
Platinum,1659.4860,50,0,Transition Metals
Platinum,1669.2312,200,0,Transition Metals
Platinum,1677.8443,20,0,Transition Metals
Platinum,1684.5867,50,0,Transition Metals
Platinum,1684.5867,50,0,Transition Metals
Platinum,1690.7825,7,0,Transition Metals
Platinum,1698.4958,30,0,Transition Metals
Platinum,1707.0710,80,0,Transition Metals
Platinum,1713.8364,40,0,Transition Metals
Platinum,1714.4801,7,0,Transition Metals
Platinum,1723.1314,150,0,Transition Metals
Platinum,1727.6799,50,0,Transition Metals
Platinum,1735.8642,90,0,Transition Metals
Platinum,1737.1732,14,0,Transition Metals
Platinum,1744.4305,10,0,Transition Metals
Platinum,1753.8286,120,0,Transition Metals
Platinum,1753.8286,120,0,Transition Metals
Platinum,1764.5948,14,0,Transition Metals
Platinum,1766.0328,25,0,Transition Metals
Platinum,1767.1612,120,0,Transition Metals
Platinum,1775.0160,200,0,Transition Metals
Platinum,1776.5571,40,0,Transition Metals
Platinum,1777.0866,600,1,Transition Metals
Platinum,1777.2783,20,0,Transition Metals
Platinum,1781.8617,250,0,Transition Metals
Platinum,1785.8803,30,0,Transition Metals
Platinum,1786.6480,25,0,Transition Metals
Platinum,1802.9398,20,0,Transition Metals
Platinum,1812.8819,20,0,Transition Metals
Platinum,1817.8736,15,0,Transition Metals
Platinum,1825.3262,8,0,Transition Metals
Platinum,1826.1377,13,0,Transition Metals
Platinum,1833.3875,25,0,Transition Metals
Platinum,1835.0745,40,0,Transition Metals
Platinum,1836.5075,80,0,Transition Metals
Platinum,1838.8246,30,0,Transition Metals
Platinum,1839.5258,80,0,Transition Metals
Platinum,1845.7517,25,0,Transition Metals
Platinum,1849.6831,13,0,Transition Metals
Platinum,1853.4523,9,0,Transition Metals
Platinum,1853.4523,40,0,Transition Metals
Platinum,1867.1302,80,0,Transition Metals
Platinum,1870.4100,90,0,Transition Metals
Platinum,1871.1038,30,0,Transition Metals
Platinum,1879.1031,70,0,Transition Metals
Platinum,1883.0587,600,1,Transition Metals
Platinum,1885.8171,30,0,Transition Metals
Platinum,1889.5226,140,0,Transition Metals
Platinum,1895.0088,30,0,Transition Metals
Platinum,1897.5769,30,0,Transition Metals
Platinum,1898.1722,40,0,Transition Metals
Platinum,1899.0445,30,0,Transition Metals
Platinum,1903.2186,15,0,Transition Metals
Platinum,1911.7092,400,1,Transition Metals
Platinum,1928.4320,40,0,Transition Metals
Platinum,1929.2449,250,1,Transition Metals
Platinum,1929.6829,40,0,Transition Metals
Platinum,1934.3690,50,0,Transition Metals
Platinum,1937.4245,100,0,Transition Metals
Platinum,1939.8110,130,0,Transition Metals
Platinum,1940.0319,20,0,Transition Metals
Platinum,1944.4617,150,0,Transition Metals
Platinum,1949.9102,40,0,Transition Metals
Platinum,1954.7436,30,0,Transition Metals
Platinum,1963.1429,11,0,Transition Metals
Platinum,1969.6807,13,0,Transition Metals
Platinum,1971.5374,30,0,Transition Metals
Platinum,1978.8444,50,0,Transition Metals
Platinum,1979.7647,25,0,Transition Metals
Platinum,1983.7486,40,0,Transition Metals
Platinum,1987.7868,9,0,Transition Metals
Platinum,1989.1056,15,0,Transition Metals
Platinum,1990.5751,80,0,Transition Metals
Platinum,1991.5830,8,0,Transition Metals
Platinum,1995.8991,11,0,Transition Metals
Platinum,1164.4184,30,0,Transition Metals
Platinum,1166.8635,30,0,Transition Metals
Platinum,1169.7477,90,0,Transition Metals
Platinum,1178.9614,80,0,Transition Metals
Platinum,1182.3552,30,0,Transition Metals
Platinum,1186.2203,60,0,Transition Metals
Platinum,1193.4484,60,0,Transition Metals
Platinum,1198.7745,70,0,Transition Metals
Platinum,1219.4931,110,0,Transition Metals
Platinum,1229.0134,40,0,Transition Metals
Platinum,1232.8739,40,0,Transition Metals
Platinum,1238.8499,90,0,Transition Metals
Platinum,1248.6069,200,0,Transition Metals
Platinum,1264.5677,40,0,Transition Metals
Platinum,1271.7939,40,0,Transition Metals
Platinum,1283.6978,30,0,Transition Metals
Platinum,1289.9515,70,0,Transition Metals
Platinum,1290.0131,30,0,Transition Metals
Platinum,1290.0131,30,0,Transition Metals
Platinum,1292.7998,30,0,Transition Metals
Platinum,1302.4578,50,0,Transition Metals
Platinum,1303.1187,40,0,Transition Metals
Platinum,1327.4314,40,0,Transition Metals
Platinum,1348.8300,40,0,Transition Metals
Platinum,1352.9768,30,0,Transition Metals
Platinum,1363.3059,30,0,Transition Metals
Platinum,1364.1171,30,0,Transition Metals
Platinum,1373.1724,30,0,Transition Metals
Platinum,1378.9572,120,0,Transition Metals
Platinum,1382.0460,100,0,Transition Metals
Platinum,1403.9006,200,0,Transition Metals
Platinum,1429.5248,80,0,Transition Metals
Platinum,1447.8030,40,0,Transition Metals
Platinum,1454.2866,30,0,Transition Metals
Platinum,1454.2866,30,0,Transition Metals
Platinum,1461.0786,40,0,Transition Metals
Platinum,1462.6591,40,0,Transition Metals
Platinum,1475.6306,60,0,Transition Metals
Platinum,1482.8256,150,0,Transition Metals
Platinum,1491.9735,25,0,Transition Metals
Platinum,1494.7256,200,0,Transition Metals
Platinum,1498.1132,100,0,Transition Metals
Platinum,1499.3707,200,0,Transition Metals
Platinum,1505.2462,140,0,Transition Metals
Platinum,1506.2923,110,0,Transition Metals
Platinum,1507.6288,30,0,Transition Metals
Platinum,1509.2920,600,0,Transition Metals
Platinum,1520.7414,30,0,Transition Metals
Platinum,1524.5715,150,0,Transition Metals
Platinum,1524.7295,900,0,Transition Metals
Platinum,1524.7295,900,0,Transition Metals
Platinum,1528.2831,80,0,Transition Metals
Platinum,1530.1969,60,0,Transition Metals
Platinum,1534.9063,100,0,Transition Metals
Platinum,1540.5040,50,0,Transition Metals
Platinum,1541.8337,60,0,Transition Metals
Platinum,1542.7098,30,0,Transition Metals
Platinum,1546.8248,40,0,Transition Metals
Platinum,1552.3268,110,0,Transition Metals
Platinum,1554.9285,200,0,Transition Metals
Platinum,1558.3479,30,0,Transition Metals
Platinum,1559.3893,40,0,Transition Metals
Platinum,1561.5450,40,0,Transition Metals
Platinum,1561.5450,40,0,Transition Metals
Platinum,1568.9021,30,0,Transition Metals
Platinum,1573.1802,30,0,Transition Metals
Platinum,1573.8180,40,0,Transition Metals
Platinum,1574.3059,200,0,Transition Metals
Platinum,1579.4357,80,0,Transition Metals
Platinum,1581.3980,90,0,Transition Metals
Platinum,1587.7205,40,0,Transition Metals
Platinum,1589.3735,40,0,Transition Metals
Platinum,1594.0344,40,0,Transition Metals
Platinum,1594.2611,40,0,Transition Metals
Platinum,1604.0102,9,0,Transition Metals
Platinum,1621.6590,80,0,Transition Metals
Platinum,1631.0903,80,0,Transition Metals
Platinum,1634.2337,120,0,Transition Metals
Platinum,1636.1647,25,0,Transition Metals
Platinum,1644.4634,8,0,Transition Metals
Platinum,1659.4860,50,0,Transition Metals
Platinum,1669.2312,200,0,Transition Metals
Platinum,1677.8443,20,0,Transition Metals
Platinum,1684.5867,50,0,Transition Metals
Platinum,1684.5867,50,0,Transition Metals
Platinum,1690.7825,7,0,Transition Metals
Platinum,1698.4958,30,0,Transition Metals
Platinum,1707.0710,80,0,Transition Metals
Platinum,1713.8364,40,0,Transition Metals
Platinum,1714.4801,7,0,Transition Metals
Platinum,1723.1314,150,0,Transition Metals
Platinum,1727.6799,50,0,Transition Metals
Platinum,1735.8642,90,0,Transition Metals
Platinum,1737.1732,14,0,Transition Metals
Platinum,1744.4305,10,0,Transition Metals
Platinum,1753.8286,120,0,Transition Metals
Platinum,1753.8286,120,0,Transition Metals
Platinum,1764.5948,14,0,Transition Metals
Platinum,1766.0328,25,0,Transition Metals
Platinum,1767.1612,120,0,Transition Metals
Platinum,1775.0160,200,0,Transition Metals
Platinum,1776.5571,40,0,Transition Metals
Platinum,1777.0866,600,1,Transition Metals
Platinum,1777.2783,20,0,Transition Metals
Platinum,1781.8617,250,0,Transition Metals
Platinum,1785.8803,30,0,Transition Metals
Platinum,1786.6480,25,0,Transition Metals
Platinum,1802.9398,20,0,Transition Metals
Platinum,1812.8819,20,0,Transition Metals
Platinum,1817.8736,15,0,Transition Metals
Platinum,1825.3262,8,0,Transition Metals
Platinum,1826.1377,13,0,Transition Metals
Platinum,1833.3875,25,0,Transition Metals
Platinum,1835.0745,40,0,Transition Metals
Platinum,1836.5075,80,0,Transition Metals
Platinum,1838.8246,30,0,Transition Metals
Platinum,1839.5258,80,0,Transition Metals
Platinum,1845.7517,25,0,Transition Metals
Platinum,1849.6831,13,0,Transition Metals
Platinum,1853.4523,9,0,Transition Metals
Platinum,1853.4523,40,0,Transition Metals
Platinum,1867.1302,80,0,Transition Metals
Platinum,1870.4100,90,0,Transition Metals
Platinum,1871.1038,30,0,Transition Metals
Platinum,1879.1031,70,0,Transition Metals
Platinum,1883.0587,600,1,Transition Metals
Platinum,1885.8171,30,0,Transition Metals
Platinum,1889.5226,140,0,Transition Metals
Platinum,1895.0088,30,0,Transition Metals
Platinum,1897.5769,30,0,Transition Metals
Platinum,1898.1722,40,0,Transition Metals
Platinum,1899.0445,30,0,Transition Metals
Platinum,1903.2186,15,0,Transition Metals
Platinum,1911.7092,400,1,Transition Metals
Platinum,1928.4320,40,0,Transition Metals
Platinum,1929.2449,250,1,Transition Metals
Platinum,1929.6829,40,0,Transition Metals
Platinum,1934.3690,50,0,Transition Metals
Platinum,1937.4245,100,0,Transition Metals
Platinum,1939.8110,130,0,Transition Metals
Platinum,1940.0319,20,0,Transition Metals
Platinum,1944.4617,150,0,Transition Metals
Platinum,1949.9102,40,0,Transition Metals
Platinum,1954.7436,30,0,Transition Metals
Platinum,1963.1429,11,0,Transition Metals
Platinum,1969.6807,13,0,Transition Metals
Platinum,1971.5374,30,0,Transition Metals
Platinum,1978.8444,50,0,Transition Metals
Platinum,1979.7647,25,0,Transition Metals
Platinum,1983.7486,40,0,Transition Metals
Platinum,1987.7868,9,0,Transition Metals
Platinum,1989.1056,15,0,Transition Metals
Platinum,1990.5751,80,0,Transition Metals
Platinum,1991.5830,8,0,Transition Metals
Platinum,1995.8991,11,0,Transition Metals
Xenon,,120,0,Noble Gases
Xenon,,120,0,Noble Gases
Xenon,,200,0,Noble Gases
Xenon,,120,0,Noble Gases
Xenon,,200,0,Noble Gases
Xenon,,80,0,Noble Gases
Xenon,,250,1,Noble Gases
Xenon,,250,0,Noble Gases
Xenon,1032.44,150,0,Noble Gases
Xenon,1037.68,250,0,Noble Gases
Xenon,1041.31,400,1,Noble Gases
Xenon,1048.27,300,1,Noble Gases
Xenon,1051.92,400,1,Noble Gases
Xenon,1074.48,700,1,Noble Gases
Xenon,1083.86,200,0,Noble Gases
Xenon,1100.43,400,1,Noble Gases
Xenon,1158.47,200,0,Noble Gases
Xenon,1169.63,80,0,Noble Gases
Xenon,1183.05,250,1,Noble Gases
Xenon,1192.0376,25,1,Noble Gases
Xenon,1244.76,200,1,Noble Gases
Xenon,1250.2091,25,1,Noble Gases
Xenon,1295.5878,100,1,Noble Gases
Xenon,1469.6123,60,1,Noble Gases
Xenon,,120,0,Noble Gases
Xenon,,120,0,Noble Gases
Xenon,,200,0,Noble Gases
Xenon,,120,0,Noble Gases
Xenon,,200,0,Noble Gases
Xenon,,80,0,Noble Gases
Xenon,,250,1,Noble Gases
Xenon,,250,0,Noble Gases
Xenon,1032.44,150,0,Noble Gases
Xenon,1037.68,250,0,Noble Gases
Xenon,1041.31,400,1,Noble Gases
Xenon,1048.27,300,1,Noble Gases
Xenon,1051.92,400,1,Noble Gases
Xenon,1074.48,700,1,Noble Gases
Xenon,1083.86,200,0,Noble Gases
Xenon,1100.43,400,1,Noble Gases
Xenon,1158.47,200,0,Noble Gases
Xenon,1169.63,80,0,Noble Gases
Xenon,1183.05,250,1,Noble Gases
Xenon,1192.0376,25,1,Noble Gases
Xenon,1244.76,200,1,Noble Gases
Xenon,1250.2091,25,1,Noble Gases
Xenon,1295.5878,100,1,Noble Gases
Xenon,1469.6123,60,1,Noble Gases
Gallium,,140,0,Post-transition Metals
Gallium,1113.708,200,0,Post-transition Metals
Gallium,1119.133,200,0,Post-transition Metals
Gallium,1130.760,300,0,Post-transition Metals
Gallium,1414.401,1000,1,Post-transition Metals
Gallium,1535.309,800,1,Post-transition Metals
Gallium,1813.878,800,1,Post-transition Metals
Gallium,1845.199,900,1,Post-transition Metals
Gallium,,140,0,Post-transition Metals
Gallium,1113.708,200,0,Post-transition Metals
Gallium,1119.133,200,0,Post-transition Metals
Gallium,1130.760,300,0,Post-transition Metals
Gallium,1414.401,1000,1,Post-transition Metals
Gallium,1535.309,800,1,Post-transition Metals
Gallium,1813.878,800,1,Post-transition Metals
Gallium,1845.199,900,1,Post-transition Metals
Potassium,,800,0,Alkali Metals
Potassium,,150,0,Alkali Metals
Potassium,31,469.50K,0,Alkali Metals
Potassium,,300,0,Alkali Metals
Potassium,,1000,0,Alkali Metals
Potassium,,1000,1,Alkali Metals
Potassium,,800,1,Alkali Metals
Potassium,,1000,1,Alkali Metals
Potassium,,800,0,Alkali Metals
Potassium,,150,0,Alkali Metals
Potassium,31,469.50K,0,Alkali Metals
Potassium,,300,0,Alkali Metals
Potassium,,1000,0,Alkali Metals
Potassium,,1000,1,Alkali Metals
Potassium,,800,1,Alkali Metals
Potassium,,1000,1,Alkali Metals
Germanium,1085.51,300,0,Metalloids
Germanium,1106.74,500,1,Metalloids
Germanium,1120.46,500,1,Metalloids
Germanium,1181.19,500,0,Metalloids
Germanium,1181.65,500,0,Metalloids
Germanium,1188.73,200,1,Metalloids
Germanium,1191.26,300,0,Metalloids
Germanium,1237.059,500,1,Metalloids
Germanium,1261.905,500,1,Metalloids
Germanium,1576.855,500,1,Metalloids
Germanium,1716.784,80,0,Metalloids
Germanium,1750.043,80,0,Metalloids
Germanium,1774.176,80,0,Metalloids
Germanium,1785.046,80,0,Metalloids
Germanium,1841.328,80,0,Metalloids
Germanium,1842.410,80,0,Metalloids
Germanium,1853.134,80,0,Metalloids
Germanium,1860.086,200,0,Metalloids
Germanium,1874.256,120,0,Metalloids
Germanium,1904.702,200,0,Metalloids
Germanium,1917.592,120,0,Metalloids
Germanium,1929.826,200,0,Metalloids
Germanium,1938.008,500,1,Metalloids
Germanium,1938.891,500,1,Metalloids
Germanium,1944.731,80,0,Metalloids
Germanium,1955.115,80,0,Metalloids
Germanium,1962.013,200,0,Metalloids
Germanium,1970.880,80,0,Metalloids
Germanium,1987.849,120,0,Metalloids
Germanium,1988.267,120,1,Metalloids
Germanium,1998.887,200,0,Metalloids
Germanium,1085.51,300,0,Metalloids
Germanium,1106.74,500,1,Metalloids
Germanium,1120.46,500,1,Metalloids
Germanium,1181.19,500,0,Metalloids
Germanium,1181.65,500,0,Metalloids
Germanium,1188.73,200,1,Metalloids
Germanium,1191.26,300,0,Metalloids
Germanium,1237.059,500,1,Metalloids
Germanium,1261.905,500,1,Metalloids
Germanium,1576.855,500,1,Metalloids
Germanium,1716.784,80,0,Metalloids
Germanium,1750.043,80,0,Metalloids
Germanium,1774.176,80,0,Metalloids
Germanium,1785.046,80,0,Metalloids
Germanium,1841.328,80,0,Metalloids
Germanium,1842.410,80,0,Metalloids
Germanium,1853.134,80,0,Metalloids
Germanium,1860.086,200,0,Metalloids
Germanium,1874.256,120,0,Metalloids
Germanium,1904.702,200,0,Metalloids
Germanium,1917.592,120,0,Metalloids
Germanium,1929.826,200,0,Metalloids
Germanium,1938.008,500,1,Metalloids
Germanium,1938.891,500,1,Metalloids
Germanium,1944.731,80,0,Metalloids
Germanium,1955.115,80,0,Metalloids
Germanium,1962.013,200,0,Metalloids
Germanium,1970.880,80,0,Metalloids
Germanium,1987.849,120,0,Metalloids
Germanium,1988.267,120,1,Metalloids
Germanium,1998.887,200,0,Metalloids
